scenario,scenario_label,target,stage,model,metric,train_mean,cv_mean,cv_std,gap,n_features,best_params
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,logistic,accuracy,0.8324454447801845,0.8275225389546094,0.005034925917043762,0.004922905825575086,22,"{""model__C"": ""10.0""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,logistic,precision,0.8127219628032822,0.7984962487406723,0.013307627392909778,0.014225714062609973,22,"{""model__C"": ""10.0""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,logistic,recall,0.621480673809298,0.6197198111770975,0.025903558877534483,0.0017608626322004328,22,"{""model__C"": ""10.0""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,logistic,f1,0.7042437712440781,0.6973510385227398,0.014063400469505903,0.006892732721338279,22,"{""model__C"": ""10.0""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,logistic,f2,0.65211863140969,0.6485171331519151,0.021659233281555515,0.0036014982577748933,22,"{""model__C"": ""10.0""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,logistic,roc_auc,0.8840264634439807,0.8722177312615251,0.011470145037741217,0.011808732182455595,22,"{""model__C"": ""10.0""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,logistic_balanced,accuracy,0.8245316361250484,0.8178294856428163,0.006411501567779304,0.006702150482232105,22,"{""model__C"": ""0.1""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,logistic_balanced,precision,0.7098080210886429,0.6982540836106539,0.0128467456734493,0.011553937477989051,22,"{""model__C"": ""0.1""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,logistic_balanced,recall,0.7671037577826239,0.7625653520125881,0.014862806873636725,0.004538405770035725,22,"{""model__C"": ""0.1""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,logistic_balanced,f1,0.7373382619886668,0.7288371030853933,0.00882321077582049,0.00850115890327352,22,"{""model__C"": ""0.1""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,logistic_balanced,f2,0.7549120834374545,0.748663632084752,0.011305189723089653,0.0062484513527025776,22,"{""model__C"": ""0.1""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,logistic_balanced,roc_auc,0.8823910289046358,0.8736392674143184,0.009213446879736145,0.008751761490317422,22,"{""model__C"": ""0.1""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,random_forest,accuracy,0.9400841864702925,0.8255834071603523,0.00533758585291505,0.11450077930994018,22,"{""model__max_depth"": ""12"", ""model__min_samples_leaf"": ""1""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,random_forest,precision,0.9709143208155202,0.7812472574721901,0.01730565878223139,0.18966706334333006,22,"{""model__max_depth"": ""12"", ""model__min_samples_leaf"": ""1""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,random_forest,recall,0.8385329161530926,0.6357697578803106,0.03149196540264697,0.2027631582727819,22,"{""model__max_depth"": ""12"", ""model__min_samples_leaf"": ""1""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,random_forest,f1,0.8998590559496643,0.7002650431778485,0.015464017192471858,0.19959401277181577,22,"{""model__max_depth"": ""12"", ""model__min_samples_leaf"": ""1""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,random_forest,f2,0.8620278732735921,0.6599486988685002,0.025618281138332453,0.20207917440509193,22,"{""model__max_depth"": ""12"", ""model__min_samples_leaf"": ""1""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,random_forest,roc_auc,0.9874160757805244,0.8712752886739208,0.010037124696522143,0.11614078710660358,22,"{""model__max_depth"": ""12"", ""model__min_samples_leaf"": ""1""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,random_forest_balanced,accuracy,0.8256625901753318,0.8110479962478504,0.006416181352002124,0.014614593927481434,22,"{""model__max_depth"": ""6"", ""model__min_samples_leaf"": ""5""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,random_forest_balanced,precision,0.7095989259765443,0.6872097656388587,0.010044291434432145,0.022389160337685565,22,"{""model__max_depth"": ""6"", ""model__min_samples_leaf"": ""5""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,random_forest_balanced,recall,0.7736417938750355,0.7555200243642454,0.023190771282894374,0.018121769510790142,22,"{""model__max_depth"": ""6"", ""model__min_samples_leaf"": ""5""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,random_forest_balanced,f1,0.7402305328438625,0.7195495056661179,0.01224460327593781,0.02068102717774467,22,"{""model__max_depth"": ""6"", ""model__min_samples_leaf"": ""5""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,random_forest_balanced,f2,0.7599198160218156,0.7406551345898549,0.01819066434949239,0.019264681431960695,22,"{""model__max_depth"": ""6"", ""model__min_samples_leaf"": ""5""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,random_forest_balanced,roc_auc,0.9023400656576512,0.8702034782054835,0.009879474389370474,0.03213658745216774,22,"{""model__max_depth"": ""6"", ""model__min_samples_leaf"": ""5""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,hist_gradient_boosting,accuracy,0.9154553067542881,0.830107874302986,0.009352971015389415,0.08534743245130205,22,"{""model__learning_rate"": ""0.05"", ""model__max_iter"": ""100""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,hist_gradient_boosting,precision,0.9222072657206452,0.7877721867425044,0.02203454628151914,0.13443507897814078,22,"{""model__learning_rate"": ""0.05"", ""model__max_iter"": ""100""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,hist_gradient_boosting,recall,0.804576656869252,0.6458403126744835,0.03499265424778517,0.15873634419476845,22,"{""model__learning_rate"": ""0.05"", ""model__max_iter"": ""100""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,hist_gradient_boosting,f1,0.8593574903883849,0.7089671600630909,0.020624281306244524,0.15039033032529403,22,"{""model__learning_rate"": ""0.05"", ""model__max_iter"": ""100""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,hist_gradient_boosting,f2,0.8256234167762013,0.6695432187859571,0.029396790698897078,0.1560801979902442,22,"{""model__learning_rate"": ""0.05"", ""model__max_iter"": ""100""}"
early_warning_no_financial,Early Warning sem financeiras,principal,tuned,hist_gradient_boosting,roc_auc,0.9753830967866239,0.8644297223126045,0.01028315491563325,0.11095337447401943,22,"{""model__learning_rate"": ""0.05"", ""model__max_iter"": ""100""}"
early_warning_no_macro,Early Warning sem macro,principal,default,dummy_prior,accuracy,0.6789405666216428,0.6789405388503831,0.0006273622935212724,2.7771259736297793e-08,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,dummy_prior,precision,0.0,0.0,0.0,0.0,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,dummy_prior,recall,0.0,0.0,0.0,0.0,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,dummy_prior,f1,0.0,0.0,0.0,0.0,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,dummy_prior,f2,0.0,0.0,0.0,0.0,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,dummy_prior,roc_auc,0.5,0.5,0.0,0.0,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,logistic,accuracy,0.8586080470212872,0.8517520454427014,0.01724251902804321,0.006856001578585791,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,logistic,precision,0.8490889270295676,0.8340359485988369,0.03302569036835738,0.015052978430730724,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,logistic,recall,0.6805853165197054,0.6720724836302725,0.029140970607639958,0.008512832889432942,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,logistic,f1,0.7555442772382264,0.7442708660064176,0.030196647631097813,0.011273411231808805,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,logistic,f2,0.708708198631785,0.699189718448154,0.029448264603249983,0.009518480183630995,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,logistic,roc_auc,0.9023045381116264,0.8920501829807265,0.016817036259571518,0.010254355130899895,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,logistic_balanced,accuracy,0.8437504850765981,0.8385027880556569,0.012700516136118485,0.005247697020941189,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,logistic_balanced,precision,0.7410155773939209,0.7351581373441809,0.023336192085577374,0.0058574400497399814,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,logistic_balanced,recall,0.7892361176953953,0.7786914369828943,0.028816060361918625,0.01054468071250092,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,logistic_balanced,f1,0.7643495302137957,0.7558297906711621,0.018277554353014938,0.008519739542633631,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,logistic_balanced,f2,0.7790851635836284,0.7692616388482739,0.023065758237454763,0.009823524735354527,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,logistic_balanced,roc_auc,0.9031874017492451,0.8923247475100565,0.01588455044799021,0.01086265423918853,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,random_forest,accuracy,1.0,0.84173536922195,0.008278214965867359,0.15826463077804998,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,random_forest,precision,1.0,0.794126057905612,0.015472655472351615,0.20587394209438803,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,random_forest,recall,1.0,0.6851073549566011,0.029261210930858393,0.31489264504339887,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,random_forest,f1,1.0,0.7351526103819866,0.01740163462067207,0.26484738961801335,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,random_forest,f2,1.0,0.7041966071410176,0.024550965630339948,0.2958033928589824,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,random_forest,roc_auc,1.0,0.8874692077505433,0.013482490196092777,0.11253079224945672,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,random_forest_balanced,accuracy,1.0,0.8414133097086873,0.010750360904901415,0.15858669029131267,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,random_forest_balanced,precision,1.0,0.8019420623466551,0.020307186976221726,0.1980579376533449,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,random_forest_balanced,recall,1.0,0.6730165981422263,0.04124798894128169,0.32698340185777375,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,random_forest_balanced,f1,1.0,0.730945080115263,0.024173190332024592,0.26905491988473695,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,random_forest_balanced,f2,1.0,0.694877798904006,0.034668522700465616,0.305122201095994,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,random_forest_balanced,roc_auc,1.0,0.8879853352065362,0.013877353186582623,0.11201466479346378,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,hist_gradient_boosting,accuracy,0.9647126422538076,0.8469044765230078,0.01035358725539183,0.11780816573079977,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,hist_gradient_boosting,precision,0.9794362448624543,0.8077661862673446,0.013049890094988291,0.17167005859510964,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,hist_gradient_boosting,recall,0.9092041970860592,0.6871275569768033,0.04393101153905216,0.22207664010925587,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,hist_gradient_boosting,f1,0.9429941280178511,0.7416800776478264,0.0247053712679441,0.2013140503700247,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,hist_gradient_boosting,f2,0.9224209704459085,0.7077808026628482,0.03674851046179564,0.2146401677830604,21,{}
early_warning_no_macro,Early Warning sem macro,principal,default,hist_gradient_boosting,roc_auc,0.9964396744302826,0.8799195387052727,0.01102690381040905,0.11652013572500985,21,{}
early_warning_no_macro,Early Warning sem macro,principal,tuned,dummy_prior,accuracy,0.6789405666216428,0.6789405388503831,0.0006273622935212724,2.7771259736297793e-08,21,{}
early_warning_no_macro,Early Warning sem macro,principal,tuned,dummy_prior,precision,0.0,0.0,0.0,0.0,21,{}
early_warning_no_macro,Early Warning sem macro,principal,tuned,dummy_prior,recall,0.0,0.0,0.0,0.0,21,{}
early_warning_no_macro,Early Warning sem macro,principal,tuned,dummy_prior,f1,0.0,0.0,0.0,0.0,21,{}
early_warning_no_macro,Early Warning sem macro,principal,tuned,dummy_prior,f2,0.0,0.0,0.0,0.0,21,{}
early_warning_no_macro,Early Warning sem macro,principal,tuned,dummy_prior,roc_auc,0.5,0.5,0.0,0.0,21,{}
early_warning_no_macro,Early Warning sem macro,principal,tuned,logistic,accuracy,0.8590118590222291,0.8511053207566835,0.014983436443929014,0.007906538265545549,21,"{""model__C"": ""10.0""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,logistic,precision,0.8462697557109194,0.8263669585172991,0.02928855533799194,0.019902797193620314,21,"{""model__C"": ""10.0""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,logistic,recall,0.6853645586422679,0.6791076595096696,0.023884010078632348,0.006256899132598304,21,"{""model__C"": ""10.0""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,logistic,f1,0.7573514344184051,0.7454781817473337,0.02550124597265425,0.011873252671071421,21,"{""model__C"": ""10.0""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,logistic,f2,0.7124497516459029,0.7041748577224352,0.024361791478732762,0.008274893923467697,21,"{""model__C"": ""10.0""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,logistic,roc_auc,0.9023769404184534,0.8911486609439556,0.017481090316645485,0.011228279474497782,21,"{""model__C"": ""10.0""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,logistic_balanced,accuracy,0.845123439357762,0.8410870811402364,0.009420983429141274,0.004036358217525571,21,"{""model__C"": ""0.1""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,logistic_balanced,precision,0.7438519227148931,0.7412061598520296,0.019738545262306808,0.0026457628628634433,21,"{""model__C"": ""0.1""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,logistic_balanced,recall,0.7897386302582092,0.7776762600883205,0.030641126436459186,0.012062370169888759,21,"{""model__C"": ""0.1""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,logistic_balanced,f1,0.7660802999561391,0.7584476691632561,0.015081507735144665,0.007632630792883011,21,"{""model__C"": ""0.1""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,logistic_balanced,f2,0.7800945856562987,0.7697266587508851,0.023085942693373183,0.01036792690541366,21,"{""model__C"": ""0.1""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,logistic_balanced,roc_auc,0.9004890555415024,0.8929715221523432,0.014316631082021416,0.00751753338915917,21,"{""model__C"": ""0.1""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,random_forest,accuracy,0.9422647321431483,0.8449658658606494,0.00881820927264781,0.09729886628249895,21,"{""model__max_depth"": ""12"", ""model__min_samples_leaf"": ""1""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,random_forest,precision,0.9744339629162786,0.8039606199330066,0.016736289320481348,0.170473342983272,21,"{""model__max_depth"": ""12"", ""model__min_samples_leaf"": ""1""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,random_forest,recall,0.842304920830568,0.6841175574843916,0.019742604208210925,0.15818736334617634,21,"{""model__max_depth"": ""12"", ""model__min_samples_leaf"": ""1""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,random_forest,f1,0.903502782039074,0.7390673336519282,0.01578485709957118,0.16443544838714574,21,"{""model__max_depth"": ""12"", ""model__min_samples_leaf"": ""1""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,random_forest,f2,0.8657493599247579,0.7050587693280155,0.017973669186484142,0.1606905905967424,21,"{""model__max_depth"": ""12"", ""model__min_samples_leaf"": ""1""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,random_forest,roc_auc,0.9850466006070414,0.8931609170605815,0.012620070724041279,0.09188568354645987,21,"{""model__max_depth"": ""12"", ""model__min_samples_leaf"": ""1""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,random_forest_balanced,accuracy,0.871286204649822,0.8372135077388088,0.010763254459560926,0.03407269691101322,21,"{""model__max_depth"": ""12"", ""model__min_samples_leaf"": ""5""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,random_forest_balanced,precision,0.7804907551153161,0.7315189401905022,0.018100760770273432,0.04897181492481384,21,"{""model__max_depth"": ""12"", ""model__min_samples_leaf"": ""5""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,random_forest_balanced,recall,0.8337527258936192,0.7796812344551038,0.031340855387422456,0.05407149143851531,21,"{""model__max_depth"": ""12"", ""model__min_samples_leaf"": ""5""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,random_forest_balanced,f1,0.8062065395962967,0.7544288258376826,0.018456902921208225,0.051777713758614174,21,"{""model__max_depth"": ""12"", ""model__min_samples_leaf"": ""5""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,random_forest_balanced,f2,0.8225018532772029,0.769276038038824,0.02524241084099154,0.05322581523837888,21,"{""model__max_depth"": ""12"", ""model__min_samples_leaf"": ""5""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,random_forest_balanced,roc_auc,0.9475623869032486,0.8916485370438032,0.013364825545469973,0.055913849859445364,21,"{""model__max_depth"": ""12"", ""model__min_samples_leaf"": ""5""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,hist_gradient_boosting,accuracy,0.9216736789448385,0.8494887696075877,0.013148283010253994,0.07218490933725086,21,"{""model__learning_rate"": ""0.05"", ""model__max_iter"": ""100""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,hist_gradient_boosting,precision,0.9307611085359909,0.8145408121884659,0.028671513682424977,0.11622029634752506,21,"{""model__learning_rate"": ""0.05"", ""model__max_iter"": ""100""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,hist_gradient_boosting,recall,0.8169021206662244,0.6891325313435867,0.033257350007407864,0.1277695893226377,21,"{""model__learning_rate"": ""0.05"", ""model__max_iter"": ""100""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,hist_gradient_boosting,f1,0.8700241459893544,0.7459779520484638,0.023605425899406157,0.12404619394089056,21,"{""model__learning_rate"": ""0.05"", ""model__max_iter"": ""100""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,hist_gradient_boosting,f2,0.8373332754171287,0.7106733050784383,0.028801646587357795,0.12665997033869036,21,"{""model__learning_rate"": ""0.05"", ""model__max_iter"": ""100""}"
early_warning_no_macro,Early Warning sem macro,principal,tuned,hist_gradient_boosting,roc_auc,0.9785071200635531,0.8861421826031096,0.01223933442401853,0.0923649374604435,21,"{""model__learning_rate"": ""0.05"", ""model__max_iter"": ""100""}"
full_no_macro,Completo sem macro,principal,default,dummy_prior,accuracy,0.6789405666216428,0.6789405388503831,0.0006273622935212724,2.7771259736297793e-08,32,{}
full_no_macro,Completo sem macro,principal,default,dummy_prior,precision,0.0,0.0,0.0,0.0,32,{}
full_no_macro,Completo sem macro,principal,default,dummy_prior,recall,0.0,0.0,0.0,0.0,32,{}
full_no_macro,Completo sem macro,principal,default,dummy_prior,f1,0.0,0.0,0.0,0.0,32,{}
full_no_macro,Completo sem macro,principal,default,dummy_prior,f2,0.0,0.0,0.0,0.0,32,{}
full_no_macro,Completo sem macro,principal,default,dummy_prior,roc_auc,0.5,0.5,0.0,0.0,32,{}
full_no_macro,Completo sem macro,principal,default,logistic,accuracy,0.875727190964629,0.8672531137630936,0.008727015121100894,0.00847407720153548,32,{}
full_no_macro,Completo sem macro,principal,default,logistic,precision,0.8665114866437701,0.850177481786736,0.014682586051404805,0.016334004857034068,32,{}
full_no_macro,Completo sem macro,principal,default,logistic,recall,0.7245997282007521,0.7122887163088167,0.027071770042759187,0.012311011891935397,32,{}
full_no_macro,Completo sem macro,principal,default,logistic,f1,0.7891651488337101,0.7748231115079862,0.017646622256824257,0.014342037325723922,32,{}
full_no_macro,Completo sem macro,principal,default,logistic,f2,0.749103544119706,0.7359902459700705,0.023441277496725758,0.013113298149635577,32,{}
full_no_macro,Completo sem macro,principal,default,logistic,roc_auc,0.9211970082334574,0.9111701065989133,0.01064150037093355,0.010026901634544116,32,{}
full_no_macro,Completo sem macro,principal,default,logistic_balanced,accuracy,0.8644221832784069,0.8514237323466569,0.006064296967730157,0.012998450931750005,32,{}
full_no_macro,Completo sem macro,principal,default,logistic_balanced,precision,0.7718013774543115,0.7538614435642881,0.014780980933163223,0.017939933890023463,32,{}
full_no_macro,Completo sem macro,principal,default,logistic_balanced,recall,0.8206703327960557,0.7988122430333486,0.02664472118968047,0.02185808976270709,32,{}
full_no_macro,Completo sem macro,principal,default,logistic_balanced,f1,0.7953691370142111,0.7752585215939656,0.011056599428823788,0.020110615420245503,32,{}
full_no_macro,Completo sem macro,principal,default,logistic_balanced,f2,0.8103283526094736,0.7891117055927189,0.019495891225932385,0.02121664701675463,32,{}
full_no_macro,Completo sem macro,principal,default,logistic_balanced,roc_auc,0.9219672439649923,0.910796063518106,0.00979778022482438,0.011171180446886253,32,{}
full_no_macro,Completo sem macro,principal,default,random_forest,accuracy,1.0,0.8649919224555734,0.01209795053899431,0.13500807754442656,32,{}
full_no_macro,Completo sem macro,principal,default,random_forest,precision,1.0,0.8405515926267088,0.012927815449519929,0.15944840737329125,32,{}
full_no_macro,Completo sem macro,principal,default,random_forest,recall,1.0,0.7152682604943912,0.04240128480959024,0.2847317395056088,32,{}
full_no_macro,Completo sem macro,principal,default,random_forest,f1,1.0,0.7721746219018829,0.025911612381954725,0.2278253780981171,32,{}
full_no_macro,Completo sem macro,principal,default,random_forest,f2,1.0,0.7368628860878312,0.03631735470441966,0.26313711391216876,32,{}
full_no_macro,Completo sem macro,principal,default,random_forest,roc_auc,1.0,0.9070228670748491,0.013400409054438324,0.09297713292515086,32,{}
full_no_macro,Completo sem macro,principal,default,random_forest_balanced,accuracy,1.0,0.861436760644119,0.008768234043003703,0.138563239355881,32,{}
full_no_macro,Completo sem macro,principal,default,random_forest_balanced,precision,1.0,0.8398719332420587,0.015484021224249776,0.16012806675794133,32,{}
full_no_macro,Completo sem macro,principal,default,random_forest_balanced,recall,1.0,0.703182579564489,0.038973440898969175,0.29681742043551096,32,{}
full_no_macro,Completo sem macro,principal,default,random_forest_balanced,f1,1.0,0.7646265644042805,0.020711903129043294,0.23537343559571955,32,{}
full_no_macro,Completo sem macro,principal,default,random_forest_balanced,f2,1.0,0.7263784970894873,0.03224907959416236,0.2736215029105127,32,{}
full_no_macro,Completo sem macro,principal,default,random_forest_balanced,roc_auc,1.0,0.9068258084766996,0.011789615928846541,0.09317419152330042,32,{}
full_no_macro,Completo sem macro,principal,default,hist_gradient_boosting,accuracy,0.9857074422326763,0.8620845275939342,0.009436857869271922,0.12362291463874209,32,{}
full_no_macro,Completo sem macro,principal,default,hist_gradient_boosting,precision,0.9934989003016582,0.8300133337559454,0.009308905056224566,0.16348556654571278,32,{}
full_no_macro,Completo sem macro,principal,default,hist_gradient_boosting,recall,0.9617733320691508,0.7172884625145931,0.03182453919701105,0.24448486955455773,32,{}
full_no_macro,Completo sem macro,principal,default,hist_gradient_boosting,f1,0.9773724069444352,0.7692046617120923,0.019906668228997275,0.20816774523234283,32,{}
full_no_macro,Completo sem macro,principal,default,hist_gradient_boosting,f2,0.9679513764337144,0.7371230667769892,0.027352930349783745,0.23082830965672518,32,{}
full_no_macro,Completo sem macro,principal,default,hist_gradient_boosting,roc_auc,0.9993912271318102,0.9068665254409893,0.007297023931070149,0.09252470169082083,32,{}
full_no_macro,Completo sem macro,principal,tuned,dummy_prior,accuracy,0.6789405666216428,0.6789405388503831,0.0006273622935212724,2.7771259736297793e-08,32,{}
full_no_macro,Completo sem macro,principal,tuned,dummy_prior,precision,0.0,0.0,0.0,0.0,32,{}
full_no_macro,Completo sem macro,principal,tuned,dummy_prior,recall,0.0,0.0,0.0,0.0,32,{}
full_no_macro,Completo sem macro,principal,tuned,dummy_prior,f1,0.0,0.0,0.0,0.0,32,{}
full_no_macro,Completo sem macro,principal,tuned,dummy_prior,f2,0.0,0.0,0.0,0.0,32,{}
full_no_macro,Completo sem macro,principal,tuned,dummy_prior,roc_auc,0.5,0.5,0.0,0.0,32,{}
full_no_macro,Completo sem macro,principal,tuned,logistic,accuracy,0.8759696151279982,0.8672536348949919,0.009126638687449585,0.008715980233006348,32,"{""model__C"": ""10.0""}"
full_no_macro,Completo sem macro,principal,tuned,logistic,precision,0.8645866770483656,0.8476466169068949,0.017078529700317136,0.016940060141470648,32,"{""model__C"": ""10.0""}"
full_no_macro,Completo sem macro,principal,tuned,logistic,recall,0.7276182800796435,0.7152987158012284,0.023394951420266524,0.012319564278415074,32,"{""model__C"": ""10.0""}"
full_no_macro,Completo sem macro,principal,tuned,logistic,f1,0.7901795782918096,0.775649847879461,0.017104470020956563,0.014529730412348618,32,"{""model__C"": ""10.0""}"
full_no_macro,Completo sem macro,principal,tuned,logistic,f2,0.7514091618429134,0.7382342261914498,0.02076694089868531,0.013174935651463549,32,"{""model__C"": ""10.0""}"
full_no_macro,Completo sem macro,principal,tuned,logistic,roc_auc,0.9212557673367208,0.9101553795927089,0.01067688896706709,0.011100387744011897,32,"{""model__C"": ""10.0""}"
full_no_macro,Completo sem macro,principal,tuned,logistic_balanced,accuracy,0.8639377914943489,0.8546521444577623,0.007828938962474049,0.00928564703658663,32,"{""model__C"": ""0.1""}"
full_no_macro,Completo sem macro,principal,tuned,logistic_balanced,precision,0.7717727909659453,0.7611737682509683,0.022603357034417196,0.010599022714977036,32,"{""model__C"": ""0.1""}"
full_no_macro,Completo sem macro,principal,tuned,logistic_balanced,recall,0.8186612306817105,0.7998223440434495,0.02744363019579641,0.018838886638260943,32,"{""model__C"": ""0.1""}"
full_no_macro,Completo sem macro,principal,tuned,logistic_balanced,f1,0.7944255034171934,0.7793670517435551,0.011202572666387457,0.015058451673638285,32,"{""model__C"": ""0.1""}"
full_no_macro,Completo sem macro,principal,tuned,logistic_balanced,f2,0.8087656950538997,0.7913484015696193,0.019123974797895713,0.01741729348428045,32,"{""model__C"": ""0.1""}"
full_no_macro,Completo sem macro,principal,tuned,logistic_balanced,roc_auc,0.9196340239239422,0.9116190784842834,0.009804827741556898,0.00801494543965886,32,"{""model__C"": ""0.1""}"
full_no_macro,Completo sem macro,principal,tuned,random_forest,accuracy,1.0,0.8649919224555734,0.01209795053899431,0.13500807754442656,32,"{""model__max_depth"": ""None"", ""model__min_samples_leaf"": ""1""}"
full_no_macro,Completo sem macro,principal,tuned,random_forest,precision,1.0,0.8405515926267088,0.012927815449519929,0.15944840737329125,32,"{""model__max_depth"": ""None"", ""model__min_samples_leaf"": ""1""}"
full_no_macro,Completo sem macro,principal,tuned,random_forest,recall,1.0,0.7152682604943912,0.04240128480959024,0.2847317395056088,32,"{""model__max_depth"": ""None"", ""model__min_samples_leaf"": ""1""}"
full_no_macro,Completo sem macro,principal,tuned,random_forest,f1,1.0,0.7721746219018829,0.025911612381954725,0.2278253780981171,32,"{""model__max_depth"": ""None"", ""model__min_samples_leaf"": ""1""}"
full_no_macro,Completo sem macro,principal,tuned,random_forest,f2,1.0,0.7368628860878312,0.03631735470441966,0.26313711391216876,32,"{""model__max_depth"": ""None"", ""model__min_samples_leaf"": ""1""}"
full_no_macro,Completo sem macro,principal,tuned,random_forest,roc_auc,1.0,0.9070228670748491,0.013400409054438324,0.09297713292515086,32,"{""model__max_depth"": ""None"", ""model__min_samples_leaf"": ""1""}"
full_no_macro,Completo sem macro,principal,tuned,random_forest_balanced,accuracy,0.8678136105808332,0.8465772056907603,0.009837209554328923,0.021236404890072835,32,"{""model__max_depth"": ""6"", ""model__min_samples_leaf"": ""5""}"
